stationNaptan,stationName,stopType,lat,lon,line
910GWAPPING,Wapping Rail Station,NaptanRailStation,51.504392,-0.055925,london-overground
910GWATFDHS,Watford High Street Rail Station,NaptanRailStation,51.652655,-0.391714,london-overground
910GWATFJDC,Watford Junction Rail Station,NaptanRailStation,51.66353,-0.39652,london-overground
910GWBRMPTN,West Brompton Rail Station,NaptanRailStation,51.487065,-0.19559,london-overground
910GWCHAPEL,Whitechapel Rail Station,NaptanRailStation,51.519474,-0.059751,london-overground
910GWCROYDN,West Croydon Rail Station,NaptanRailStation,51.378428,-0.102581,london-overground
910GWDGRNPK,Woodgrange Park Rail Station,NaptanRailStation,51.549269,0.044433,london-overground
910GWDST,Wood Street Rail Station,NaptanRailStation,51.586587,-0.002397,london-overground
910GWHHRTLA,White Hart Lane Rail Station,NaptanRailStation,51.605044,-0.070907,london-overground
910GWHMDSTD,West Hampstead Rail Station,NaptanRailStation,51.547473,-0.191182,london-overground
910GWLSDJHL,Willesden Junction Rail Station,NaptanRailStation,51.532502,-0.244547,london-overground
910GWLTHQRD,Walthamstow Queens Road Rail Station,NaptanRailStation,51.581509,-0.023838,london-overground
910GWLTWCEN,Walthamstow Central Rail Station,NaptanRailStation,51.582925,-0.019807,london-overground
910GWMBY,Wembley Central Rail Station,NaptanRailStation,51.552331,-0.296433,london-overground
910GWNDSWRD,Wandsworth Road Rail Station,NaptanRailStation,51.47022,-0.138516,london-overground
910GWNSTDPK,Wanstead Park Rail Station,NaptanRailStation,51.551698,0.026222,london-overground
